Gene,Expression
AC018890.6,0.00078003120124805
AC019172.2,0.00078003120124805
AC020571.3,0.0015600624024961
AC022007.5,0.00078003120124805
AC022153.1,0.00078003120124805
AC022182.1,0.00078003120124805
AC022182.3,0.0062402496099844
AC023908.1,0.00078003120124805
AC024560.3,0.0046801872074883
AC024592.9,0.00078003120124805
AC025171.1,0.0031201248049922
AC025335.1,0.0109204368174727
AC026188.1,0.00078003120124805
AC026471.6,0.0015600624024961
AC027612.6,0.0093603744149766
AC034220.3,0.0031201248049922
AC034243.1,0.0039001560062402497
AC046143.3,0.0015600624024961
AC062017.1,0.01014040561622465
AC062029.1,0.0078003120124804995
AC064834.1,0.0062402496099844
AC064875.2,0.00078003120124805
AC067956.1,0.0015600624024961
AC068138.1,0.0015600624024961
AC068282.3,0.0046801872074883
AC068491.2,0.0015600624024961
AC068580.6,0.00078003120124805
AC068831.10,0.00858034321372855
AC068831.6,0.00234009360374415
AC069155.1,0.00234009360374415
AC069277.2,0.00078003120124805
AC069513.4,0.0015600624024961
AC072062.1,0.0070202808112324495
AC073130.1,0.01326053042121685
AC074117.10,0.0483619344773791
AC074141.1,0.00078003120124805
AC074141.3,0.014040561622464899
AC074286.1,0.014820592823712949
AC074391.1,0.00078003120124805
AC078941.1,0.00078003120124805
AC079117.1,0.00078003120124805
AC079354.3,0.00234009360374415
AC079466.1,0.00078003120124805
AC079586.1,0.0015600624024961
AC079610.2,0.0015600624024961
AC079776.3,0.0031201248049922
AC079807.2,0.00078003120124805
AC079807.4,0.0015600624024961
AC079922.3,0.015600624024960999
AC083864.4,0.00078003120124805
AC083900.1,0.0015600624024961
AC084082.3,0.00078003120124805
AC084219.4,0.0046801872074883
AC087073.1,0.00078003120124805
AC087430.1,0.00078003120124805
AC090044.2,0.00078003120124805
AC090498.1,0.0234009360374415
AC090505.6,0.0031201248049922
AC091633.3,0.0015600624024961
AC091729.9,0.0062402496099844
AC091814.2,0.0039001560062402497
AC091814.3,0.00078003120124805
AC091878.1,0.0039001560062402497
AC092155.4,0.00078003120124805
AC092159.1,0.00078003120124805
AC092159.2,0.0039001560062402497
AC092162.1,0.00078003120124805
AC092535.3,0.00078003120124805
AC092620.2,0.0062402496099844
AC092669.3,0.01170046801872075
AC092669.6,0.00078003120124805
AC092881.1,0.00078003120124805
AC093323.3,0.0358814352574103
AC093326.1,0.00078003120124805
AC093388.3,0.0015600624024961
AC093390.1,0.0015600624024961
AC093590.1,0.0015600624024961
AC093627.10,0.01014040561622465
AC093642.3,0.0039001560062402497
AC093642.5,0.00234009360374415
AC093673.5,0.0530421216848674
AC093802.1,0.0015600624024961
AC093838.4,0.00234009360374415
AC096669.1,0.00078003120124805
AC097374.2,0.0039001560062402497
AC097495.2,0.0015600624024961
AC097662.2,0.00078003120124805
AC097721.2,0.0015600624024961
AC097724.3,0.00078003120124805
AC098823.3,0.00078003120124805
AC098973.1,0.00078003120124805
AC099344.2,0.00078003120124805
AC099684.1,0.00078003120124805
AC099850.1,0.0062402496099844
AC100830.3,0.0031201248049922
AC102948.2,0.00078003120124805
AC104024.1,0.00078003120124805
AC104653.1,0.00234009360374415
AC104654.2,0.00078003120124805
AC104655.3,0.00078003120124805
AC104667.3,0.00858034321372855
AC104809.2,0.0015600624024961
AC104809.4,0.00078003120124805
AC105339.1,0.0070202808112324495
AC105399.2,0.1856474258970359
AC105760.2,0.0046801872074883
AC108142.1,0.0031201248049922
AC108488.4,0.00546021840873635
AC108676.1,0.0015600624024961
AC109333.10,0.00078003120124805
AC109486.1,0.00078003120124805
AC110781.3,0.0015600624024961
AC113189.5,0.00234009360374415
AC113331.9,0.00078003120124805
AC114783.1,0.00078003120124805
AC114812.8,0.0015600624024961
AC114814.3,0.00078003120124805
AC124789.1,0.0039001560062402497
AC124944.3,0.028081123244929798
AC124944.5,0.00078003120124805
AC124997.1,0.00078003120124805
AC126365.1,0.00078003120124805
AC129492.6,0.00078003120124805
AC131056.3,0.00078003120124805
AC135048.13,0.00078003120124805
AC137932.4,0.01170046801872075
AC138035.2,0.00078003120124805
AC138969.4,0.0109204368174727
AC139100.3,0.00078003120124805
AC141586.5,0.0109204368174727
AC144450.2,0.01326053042121685
AC145110.1,0.014040561622464899
AC145123.2,0.00078003120124805
AC145124.2,0.0039001560062402497
AC147651.4,0.00546021840873635
AC156455.1,0.00234009360374415
AC213203.1,0.00078003120124805
AC226118.1,0.0031201248049922
AC233755.2,0.00078003120124805
AC240274.1,0.060842433697347896
AC245100.1,0.014820592823712949
ACAA1,0.056162246489859596
ACAA2,0.078003120124805
ACACA,0.0171606864274571
ACACB,0.01638065522620905
ACAD10,0.0171606864274571
ACAD11,0.0031201248049922
ACAD8,0.036661466458658344
ACAD9,0.0405616224648986
ACADL,0.00078003120124805
ACADM,0.15912636505460218
ACADS,0.0187207488299532
ACADSB,0.041341653666146644
ACADVL,0.10374414976599064
ACAN,0.00234009360374415
ACAP1,0.12090483619344773
ACAP2,0.08814352574102964
ACAP3,0.01638065522620905
ACAT1,0.07254290171606864
ACAT2,0.05070202808112324
ACBD3,0.06396255850234009
ACBD4,0.02574102964118565
ACBD5,0.0390015600624025
ACBD6,0.041341653666146644
ACBD7,0.01014040561622465
ACCS,0.01638065522620905
ACD,0.0358814352574103
ACE,0.02106084243369735
ACE2,0.0015600624024961
ACER1,0.00546021840873635
ACER2,0.00078003120124805
ACER3,0.0421216848673947
ACHE,0.00078003120124805
ACIN1,0.11934477379095164
ACKR1,0.00078003120124805
ACKR2,0.00234009360374415
ACKR3,0.0202808112324493
ACLY,0.07644305772230889
ACO1,0.0202808112324493
ACO2,0.10062402496099844
ACOT11,0.0202808112324493
ACOT13,0.06318252730109204
ACOT2,0.01170046801872075
ACOT4,0.0070202808112324495
ACOT7,0.00546021840873635
ACOT8,0.01014040561622465
ACOT9,0.04914196567862714
ACOX1,0.044461778471138844
ACOX2,0.01794071762870515
ACOX3,0.0046801872074883
ACOXL,0.0015600624024961
ACP1,0.18252730109204368
ACP2,0.0343213728549142
ACP5,0.014820592823712949
ACP6,0.059282371294851796
ACP7,0.0078003120124804995
ACPP,0.00234009360374415
ACPT,0.00078003120124805
ACR,0.0031201248049922
ACRBP,0.0218408736349454
ACRC,0.0015600624024961
ACSBG1,0.0062402496099844
ACSF2,0.01638065522620905
ACSF3,0.031981279251170044
ACSL1,0.08346333853354135
ACSL3,0.041341653666146644
ACSL4,0.046801872074883
ACSL5,0.060842433697347896
ACSL6,0.00546021840873635
ACSM1,0.00078003120124805
ACSM2A,0.0062402496099844
ACSM2B,0.0015600624024961
ACSM3,0.18642745709828393
ACSM5,0.00078003120124805
ACSS1,0.09204368174726989
ACSS2,0.0202808112324493
ACSS3,0.014820592823712949
ACTA1,0.00078003120124805
ACTA2,0.0343213728549142
ACTA2-AS1,0.00078003120124805
ACTB,0.9196567862714509
ACTC1,0.0015600624024961
ACTG1,0.9703588143525741
ACTG1P17,0.014040561622464899
ACTG2,0.0031201248049922
ACTL10,0.00078003120124805
ACTL6A,0.0390015600624025
ACTL6B,0.00078003120124805
ACTL7A,0.00078003120124805
ACTL8,0.00234009360374415
ACTN1,0.07722308892355695
ACTN2,0.00234009360374415
ACTN3,0.00078003120124805
ACTN4,0.1294851794071763
ACTR10,0.08346333853354135
ACTR1A,0.09750390015600624
ACTR1B,0.0842433697347894
ACTR2,0.38923556942277693
ACTR3,0.22464898595943839
ACTR3B,0.0046801872074883
ACTR3C,0.0039001560062402497
ACTR5,0.014040561622464899
ACTR6,0.0218408736349454
ACTR8,0.015600624024960999
ACTRT3,0.00078003120124805
ACVR1,0.05070202808112324
ACVR1B,0.01638065522620905
ACVR1C,0.0109204368174727
ACVR2A,0.0039001560062402497
ACVR2B,0.0093603744149766
ACVR2B-AS1,0.0039001560062402497
ACVRL1,0.0015600624024961
ACY1,0.0046801872074883
ACY3,0.00234009360374415
ACYP1,0.0873634945397816
ACYP2,0.02262090483619345
ADA,0.042901716068642744
ADAD2,0.00078003120124805
ADAL,0.035101404056162244
ADAM10,0.08970358814352575
ADAM11,0.0015600624024961
ADAM12,0.0031201248049922
ADAM15,0.030421216848673948
ADAM17,0.0327613104524181
ADAM19,0.0062402496099844
ADAM20,0.00078003120124805
ADAM20P1,0.0015600624024961
ADAM22,0.01326053042121685
ADAM28,0.09906396255850235
ADAM29,0.00078003120124805
ADAM32,0.00234009360374415
ADAM3A,0.00234009360374415
ADAM5,0.0015600624024961
ADAM6,0.00078003120124805
ADAM8,0.0842433697347894
ADAM9,0.01014040561622465
ADAMTS1,0.00234009360374415
ADAMTS10,0.0031201248049922
ADAMTS12,0.0015600624024961
ADAMTS13,0.00078003120124805
ADAMTS15,0.0031201248049922
ADAMTS16,0.00078003120124805
ADAMTS18,0.0015600624024961
ADAMTS19,0.0039001560062402497
ADAMTS2,0.00858034321372855
ADAMTS20,0.0031201248049922
ADAMTS3,0.00078003120124805
ADAMTS4,0.01014040561622465
ADAMTS5,0.00234009360374415
ADAMTS6,0.0031201248049922
ADAMTS7,0.0031201248049922
ADAMTS9-AS1,0.0015600624024961
ADAMTS9-AS2,0.0015600624024961
ADAMTSL1,0.0015600624024961
ADAMTSL3,0.0202808112324493
ADAMTSL4,0.01014040561622465
ADAMTSL5,0.00234009360374415
ADAP1,0.00078003120124805
ADAP2,0.0039001560062402497
ADAR,0.18018720748829953
ADARB1,0.0078003120124804995
ADARB2,0.00546021840873635
ADARB2-AS1,0.00078003120124805
ADAT1,0.0015600624024961
ADAT2,0.033541341653666144
ADAT3,0.0015600624024961
ADCK1,0.0124804992199688
ADCK2,0.046021840873634944
ADCK5,0.00078003120124805
ADCY1,0.0062402496099844
ADCY10P1,0.0046801872074883
ADCY2,0.0062402496099844
ADCY3,0.10140405616224649
ADCY4,0.0070202808112324495
ADCY5,0.0015600624024961
ADCY6,0.0249609984399376
ADCY7,0.11388455538221529
ADCY8,0.00078003120124805
ADCY9,0.0070202808112324495
ADCYAP1,0.00078003120124805
ADCYAP1R1,0.0093603744149766
ADD1,0.1357254290171607
ADD2,0.0062402496099844
ADD3,0.093603744149766
ADD3-AS1,0.0046801872074883
ADGB,0.0031201248049922
ADGRA2,0.0031201248049922
ADGRA3,0.028861154446177848
ADGRB1,0.00078003120124805
ADGRB2,0.0015600624024961
ADGRB3,0.00234009360374415
ADGRD1,0.0015600624024961
ADGRD2,0.0031201248049922
ADGRE1,0.0015600624024961
ADGRE2,0.0873634945397816
ADGRE3,0.00078003120124805
ADGRE5,0.027301092043681748
ADGRF1,0.0039001560062402497
ADGRF2,0.00078003120124805
ADGRF3,0.0046801872074883
ADGRF4,0.00078003120124805
ADGRG1,0.1419656786271451
ADGRG2,0.00234009360374415
ADGRG3,0.00234009360374415
ADGRG4,0.0039001560062402497
ADGRG5,0.0015600624024961
ADGRG6,0.10452418096723869
ADGRG7,0.0015600624024961
ADGRL1,0.0187207488299532
ADGRL2,0.00078003120124805
ADGRL3,0.00078003120124805
ADGRV1,0.0046801872074883
ADH1B,0.0039001560062402497
ADH4,0.00234009360374415
ADH5,0.15756630265210608
ADH6,0.0015600624024961
ADH7,0.00234009360374415
ADHFE1,0.01638065522620905
ADI1,0.09204368174726989
ADIG,0.00078003120124805
ADIPOQ,0.00078003120124805
ADIPOR1,0.078003120124805
ADIPOR2,0.09594383775351015
ADIRF-AS1,0.00078003120124805
ADK,0.0390015600624025
ADM2,0.0070202808112324495
ADM5,0.00234009360374415
ADNP,0.10218408736349453
ADNP2,0.05226209048361934
ADO,0.04914196567862714
ADORA1,0.00078003120124805
ADORA2B,0.0039001560062402497
ADPGK,0.057722308892355696
ADPGK-AS1,0.0015600624024961
ADPRH,0.01638065522620905
ADPRHL2,0.027301092043681748
ADPRM,0.11076443057722309
ADRA1A,0.0031201248049922
ADRA1D,0.00078003120124805
ADRA2A,0.015600624024960999
ADRB2,0.0039001560062402497
ADRB3,0.0015600624024961
ADRM1,0.029641185647425898
ADSL,0.16536661466458658
ADSS,0.093603744149766
ADSSL1,0.0249609984399376
ADTRP,0.0046801872074883
AE000661.37,0.0046801872074883
AEBP1,0.014040561622464899
AEBP2,0.06786271450858035
AEN,0.014820592823712949
AES,0.17706708268330734
AF001548.5,0.015600624024960999
AF011889.2,0.00078003120124805
AF011889.5,0.01638065522620905
AF064858.6,0.0015600624024961
AF127577.8,0.0039001560062402497
AF127936.7,0.00078003120124805
AF131216.1,0.00078003120124805
AF131216.5,0.0062402496099844
AF131216.6,0.00078003120124805
AF146191.4,0.00078003120124805
AF230666.2,0.00078003120124805
AFAP1,0.0078003120124804995
AFAP1-AS1,0.0031201248049922
AFAP1L1,0.0046801872074883
AFAP1L2,0.0124804992199688
AFDN,0.00858034321372855
AFDN-AS1,0.0109204368174727
AFF1,0.16614664586583464
AFF2,0.0039001560062402497
AFF3,0.0039001560062402497
AFF4,0.08268330733229329
AFG3L1P,0.01170046801872075
AFG3L2,0.06708268330733229
AFMID,0.05226209048361934
AFP,0.00078003120124805
AFTPH,0.18330733229329174
AGA,0.0452418096723869
AGAP1,0.0039001560062402497
AGAP2,0.030421216848673948
AGAP2-AS1,0.00078003120124805
AGAP3,0.036661466458658344
AGAP4,0.00546021840873635
AGAP5,0.00234009360374415
AGAP6,0.0070202808112324495
AGBL1,0.0039001560062402497
AGBL2,0.00078003120124805
AGBL3,0.0046801872074883
AGBL4,0.00234009360374415
AGBL5,0.01794071762870515
AGER,0.02106084243369735
AGFG1,0.04758190327613104
AGFG2,0.0046801872074883
AGGF1,0.06162246489859594
AGK,0.0374414976599064
AGL,0.0343213728549142
AGMAT,0.00546021840873635
AGMO,0.00546021840873635
AGO1,0.05850234009360374
AGO2,0.07098283931357255
AGO3,0.08034321372854915
AGO4,0.030421216848673948
AGPAT1,0.0202808112324493
AGPAT2,0.041341653666146644
AGPAT3,0.05538221528861154
AGPAT4,0.0202808112324493
AGPAT5,0.07098283931357255
AGPS,0.08892355694227769
AGRN,0.0015600624024961
AGTPBP1,0.0249609984399376
AGTR1,0.00234009360374415
AGTR2,0.0015600624024961
AGTRAP,0.0421216848673947
AGXT,0.0015600624024961
AHCTF1,0.033541341653666144
AHCY,0.08814352574102964
AHCYL1,0.18798751950078002
AHCYL2,0.02574102964118565
AHI1,0.033541341653666144
AHNAK,0.21372854914196568
AHR,0.093603744149766
AHSA1,0.11388455538221529
AHSA2,0.0686427457098284
AHSP,0.00078003120124805
AICDA,0.0039001560062402497
AIDA,0.10686427457098284
AIF1,0.625585023400936
AIF1L,0.0062402496099844
AIFM1,0.036661466458658344
AIFM2,0.0046801872074883
AIFM3,0.00546021840873635
AIG1,0.0655226209048362
AIM1,0.01794071762870515
AIM1L,0.0015600624024961
AIM2,0.0015600624024961
AIMP1,0.13182527301092042
AIMP2,0.0436817472698908
AIP,0.13338533541341654
AIPL1,0.00858034321372855
AIRE,0.0015600624024961
AJ239322.1,0.0031201248049922
AJAP1,0.00078003120124805
AJUBA,0.0093603744149766
AK1,0.00858034321372855
AK2,0.16536661466458658
AK3,0.10452418096723869
AK4,0.01170046801872075
AK5,0.0046801872074883
AK6,0.06630265210608424
AK7,0.0031201248049922
AK9,0.05850234009360374
AKAP1,0.0421216848673947
AKAP10,0.027301092043681748
AKAP11,0.05850234009360374
AKAP12,0.00078003120124805
AKAP13,0.10218408736349453
AKAP14,0.00078003120124805
AKAP17A,0.09750390015600624
AKAP2,0.0015600624024961
AKAP3,0.0039001560062402497
AKAP4,0.00078003120124805
AKAP5,0.0124804992199688
AKAP6,0.0039001560062402497
AKAP7,0.06162246489859594
AKAP8,0.0327613104524181
AKAP8L,0.054602184087363496
AKAP9,0.09438377535101404
AKIP1,0.0499219968798752
AKIRIN1,0.11310452418096724
AKIRIN2,0.0343213728549142
AKNA,0.10530421216848673
AKR1A1,0.2956318252730109
AKR1B1,0.19656786271450857
AKR1B10,0.00078003120124805
AKR1B15,0.0421216848673947
AKR1C1,0.0078003120124804995
AKR1C2,0.0202808112324493
AKR1C3,0.3244929797191888
AKR1C4,0.0031201248049922
AKR1D1,0.0031201248049922
AKR1E2,0.00234009360374415
AKR7A2,0.15756630265210608
AKR7A3,0.00234009360374415
AKR7L,0.0015600624024961
AKT1,0.0904836193447738
AKT1S1,0.02106084243369735
AKT2,0.06006240249609984
AKT3,0.0327613104524181
AKTIP,0.0171606864274571
AL022341.3,0.00078003120124805
AL022344.5,0.00234009360374415
AL022397.1,0.00078003120124805
AL022476.2,0.0039001560062402497
AL023806.1,0.0015600624024961
AL035610.1,0.0039001560062402497
AL035610.2,0.0046801872074883
AL049794.1,0.0046801872074883
AL136419.6,0.0171606864274571
AL356053.1,0.0015600624024961
AL356289.1,0.00078003120124805
AL358852.1,0.0015600624024961
AL365181.1,0.0015600624024961
AL513412.1,0.00078003120124805
AL589743.1,0.0015600624024961
AL591893.1,0.0015600624024961
AL592183.1,0.0109204368174727
AL592528.1,0.00078003120124805
AL928742.12,0.00078003120124805
ALAD,0.09828393135725429
ALAS1,0.01326053042121685
ALCAM,0.11544461778471139
ALDH16A1,0.031201248049921998
ALDH18A1,0.11934477379095164
ALDH1A1,0.3876755070202808
ALDH1A3,0.0015600624024961
ALDH1B1,0.0202808112324493
ALDH1L1,0.00234009360374415
ALDH1L2,0.00078003120124805
ALDH2,0.08268330733229329
ALDH3A2,0.044461778471138844
ALDH3B1,0.0327613104524181
ALDH4A1,0.0015600624024961
ALDH5A1,0.05538221528861154
ALDH6A1,0.031981279251170044
ALDH7A1,0.02106084243369735
ALDH8A1,0.00234009360374415
ALDH9A1,0.13416536661466458
ALDOA,0.0873634945397816
ALDOB,0.00078003120124805
ALDOC,0.038221528861154444
ALG1,0.01638065522620905
ALG10,0.00858034321372855
ALG10B,0.0499219968798752
ALG11,0.01794071762870515
ALG12,0.036661466458658344
ALG13,0.0998439937597504
ALG14,0.01170046801872075
ALG1L,0.00078003120124805
ALG1L9P,0.00546021840873635
ALG2,0.0187207488299532
ALG3,0.08814352574102964
ALG5,0.08190327613104524
ALG6,0.014040561622464899
ALG8,0.027301092043681748
ALG9,0.0031201248049922
ALKBH1,0.0046801872074883
ALKBH2,0.039781591263650544
ALKBH3,0.059282371294851796
ALKBH4,0.031981279251170044
ALKBH5,0.12558502340093602
ALKBH6,0.01170046801872075
ALKBH7,0.14586583463338534
ALKBH8,0.00858034321372855
ALMS1,0.0234009360374415
ALMS1-IT1,0.00078003120124805
ALOX12,0.0046801872074883
ALOX12-AS1,0.028861154446177848
ALOX12B,0.0062402496099844
ALOX12P2,0.027301092043681748
ALOX15,0.00078003120124805
ALOX15B,0.015600624024960999
ALOX5,0.0015600624024961
ALOX5AP,0.0031201248049922
ALOXE3,0.00078003120124805
ALPI,0.00078003120124805
ALPK1,0.0249609984399376
ALPK2,0.0015600624024961
ALPK3,0.0015600624024961
ALPL,0.0015600624024961
ALPP,0.00234009360374415
ALS2,0.060842433697347896
ALS2CL,0.0062402496099844
ALS2CR11,0.0015600624024961
ALS2CR12,0.00078003120124805
ALX3,0.00078003120124805
ALYREF,0.0327613104524181
AMACR,0.0202808112324493
AMBP,0.01326053042121685
AMBRA1,0.0070202808112324495
AMD1,0.3081123244929797
AMDHD1,0.00234009360374415
AMDHD2,0.01014040561622465
AMER1,0.015600624024960999
AMER2,0.00078003120124805
AMER3,0.00078003120124805
AMFR,0.044461778471138844
AMH,0.0039001560062402497
AMHR2,0.00078003120124805
AMIGO1,0.00546021840873635
AMIGO2,0.0015600624024961
AMMECR1,0.00858034321372855
AMMECR1L,0.014820592823712949
