Gene,Expression
CDKL4,0.00078003120124805
CDKL5,0.027301092043681748
CDKN1A,0.0046801872074883
CDKN1B,0.059282371294851796
CDKN1C,0.08034321372854915
CDKN2AIP,0.05538221528861154
CDKN2AIPNL,0.0436817472698908
CDKN2B,0.0031201248049922
CDKN2B-AS1,0.00078003120124805
CDKN2C,0.0078003120124804995
CDKN2D,0.031201248049921998
CDKN3,0.0070202808112324495
CDNF,0.0046801872074883
CDO1,0.00234009360374415
CDON,0.0031201248049922
CDPF1,0.0109204368174727
CDR2,0.0078003120124804995
CDR2L,0.0039001560062402497
CDRT1,0.0015600624024961
CDRT4,0.00078003120124805
CDS1,0.0039001560062402497
CDS2,0.07098283931357255
CDSN,0.0015600624024961
CDT1,0.02418096723868955
CDV3,0.2870514820592824
CDX1,0.0031201248049922
CDX2,0.00078003120124805
CDX4,0.00078003120124805
CDYL,0.030421216848673948
CDYL2,0.0070202808112324495
CEACAM1,0.02418096723868955
CEACAM19,0.0046801872074883
CEACAM20,0.00078003120124805
CEACAM21,0.0093603744149766
CEACAM22P,0.015600624024960999
CEACAM3,0.0015600624024961
CEACAM4,0.0109204368174727
CEACAM5,0.0031201248049922
CEACAM6,0.00078003120124805
CEACAM8,0.0015600624024961
CEBPA,0.038221528861154444
CEBPB,0.10686427457098284
CEBPD,0.00234009360374415
CEBPE,0.00078003120124805
CEBPG,0.05382215288611544
CEBPZ,0.07956318252730109
CEBPZOS,0.1029641185647426
CECR1,0.0374414976599064
CECR2,0.00078003120124805
CECR3,0.00078003120124805
CECR5,0.0343213728549142
CECR5-AS1,0.0039001560062402497
CECR6,0.0015600624024961
CELA1,0.00234009360374415
CELA2A,0.00546021840873635
CELA3A,0.00078003120124805
CELF1,0.13806552262090482
CELF2,0.3619344773790952
CELF3,0.00234009360374415
CELF4,0.00234009360374415
CELF6,0.0031201248049922
CELSR1,0.00234009360374415
CELSR2,0.0039001560062402497
CELSR3,0.00078003120124805
CEMIP,0.00078003120124805
CENPA,0.0039001560062402497
CENPB,0.10686427457098284
CENPBD1,0.02574102964118565
CENPBD1P1,0.0358814352574103
CENPC,0.0436817472698908
CENPE,0.00078003120124805
CENPF,0.015600624024960999
CENPH,0.04914196567862714
CENPI,0.00078003120124805
CENPJ,0.02262090483619345
CENPK,0.027301092043681748
CENPL,0.01638065522620905
CENPM,0.01638065522620905
CENPN,0.0187207488299532
CENPO,0.0046801872074883
CENPP,0.0109204368174727
CENPQ,0.014820592823712949
CENPT,0.0109204368174727
CENPU,0.028081123244929798
CENPV,0.093603744149766
CENPVL3,0.00078003120124805
CENPW,0.035101404056162244
CEP104,0.00546021840873635
CEP112,0.0109204368174727
CEP120,0.029641185647425898
CEP126,0.031201248049921998
CEP128,0.0070202808112324495
CEP131,0.0093603744149766
CEP135,0.038221528861154444
CEP152,0.02418096723868955
CEP162,0.02418096723868955
CEP164,0.0109204368174727
CEP170,0.044461778471138844
CEP170B,0.00078003120124805
CEP19,0.0093603744149766
CEP192,0.036661466458658344
CEP250,0.00234009360374415
CEP290,0.05070202808112324
CEP295,0.01950078003120125
CEP295NL,0.00078003120124805
CEP350,0.05694227769110764
CEP41,0.06942277691107644
CEP44,0.0249609984399376
CEP55,0.00234009360374415
CEP57,0.13494539781591264
CEP57L1,0.02574102964118565
CEP63,0.0327613104524181
CEP68,0.12870514820592824
CEP70,0.0343213728549142
CEP72,0.0046801872074883
CEP76,0.0124804992199688
CEP78,0.01326053042121685
CEP83,0.030421216848673948
CEP85,0.02262090483619345
CEP85L,0.0234009360374415
CEP89,0.035101404056162244
CEP95,0.056162246489859596
CEP97,0.015600624024960999
CEPT1,0.02106084243369735
CERCAM,0.01638065522620905
CERK,0.07410296411856475
CERS2,0.18486739469578783
CERS3,0.0046801872074883
CERS4,0.0093603744149766
CERS5,0.0187207488299532
CERS6,0.10062402496099844
CES1,0.00234009360374415
CES1P1,0.0015600624024961
CES2,0.06396255850234009
CES3,0.00234009360374415
CES4A,0.0109204368174727
CES5A,0.00078003120124805
CETN2,0.08892355694227769
CETN3,0.044461778471138844
CETP,0.00078003120124805
CFAP100,0.00078003120124805
CFAP126,0.00234009360374415
CFAP157,0.0039001560062402497
CFAP161,0.00078003120124805
CFAP20,0.19266770670826833
CFAP221,0.0062402496099844
CFAP36,0.12324492979719189
CFAP43,0.0039001560062402497
CFAP44,0.0031201248049922
CFAP45,0.0015600624024961
CFAP46,0.0015600624024961
CFAP47,0.0015600624024961
CFAP53,0.0015600624024961
CFAP54,0.00078003120124805
CFAP57,0.0015600624024961
CFAP58,0.00078003120124805
CFAP58-AS1,0.00078003120124805
CFAP61,0.0015600624024961
CFAP65,0.0046801872074883
CFAP69,0.00234009360374415
CFAP70,0.00234009360374415
CFAP74,0.0124804992199688
CFAP97,0.13260530421216848
CFAP99,0.00234009360374415
CFB,0.00078003120124805
CFD,0.0078003120124804995
CFDP1,0.11934477379095164
CFH,0.07722308892355695
CFHR1,0.00546021840873635
CFHR3,0.00078003120124805
CFI,0.00078003120124805
CFL1,0.5725429017160687
CFL2,0.027301092043681748
CFLAR,0.14898595943837753
CFP,0.030421216848673948
CFTR,0.00078003120124805
CGGBP1,0.22542901716068642
CGN,0.00078003120124805
CGREF1,0.041341653666146644
CGRRF1,0.01950078003120125
CH17-189H20.1,0.02574102964118565
CH17-212P11.6,0.00078003120124805
CH17-340M24.3,0.015600624024960999
CH17-351M24.1,0.0015600624024961
CH17-360D5.2,0.00078003120124805
CH17-437K3.1,0.00078003120124805
CH17-472G23.2,0.10998439937597504
CH507-154B10.1,0.00078003120124805
CH507-216K13.2,0.00078003120124805
CH507-254M2.3,0.00234009360374415
CH507-39O4.1,0.0015600624024961
CH507-39O4.2,0.00078003120124805
CH507-9B2.1,0.00078003120124805
CH507-9B2.3,0.0039001560062402497
CH507-9B2.9,0.0031201248049922
CHAC1,0.0015600624024961
CHAC2,0.00546021840873635
CHAD,0.00078003120124805
CHADL,0.0039001560062402497
CHAF1A,0.0109204368174727
CHAF1B,0.014040561622464899
CHAMP1,0.031981279251170044
CHAT,0.00078003120124805
CHCHD1,0.0390015600624025
CHCHD10,0.27613104524180965
CHCHD2,0.7035881435257411
CHCHD3,0.11622464898595944
CHCHD4,0.0390015600624025
CHCHD5,0.02574102964118565
CHCHD6,0.014820592823712949
CHCHD7,0.08268330733229329
CHD1,0.0249609984399376
CHD1L,0.07254290171606864
CHD2,0.05694227769110764
CHD3,0.12168486739469579
CHD4,0.17628705148205928
CHD5,0.0078003120124804995
CHD6,0.046801872074883
CHD7,0.0015600624024961
CHD8,0.0249609984399376
CHD9,0.12012480499219969
CHDH,0.0093603744149766
CHEK1,0.02262090483619345
CHEK2,0.014040561622464899
CHEK2P2,0.00078003120124805
CHERP,0.027301092043681748
CHFR,0.0249609984399376
CHGB,0.0031201248049922
CHI3L1,0.0015600624024961
CHIC1,0.02574102964118565
CHIC2,0.01794071762870515
CHID1,0.04758190327613104
CHIT1,0.0039001560062402497
CHKA,0.033541341653666144
CHKB,0.0483619344773791
CHKB-AS1,0.0039001560062402497
CHL1,0.0015600624024961
CHM,0.033541341653666144
CHML,0.04914196567862714
CHMP1A,0.0202808112324493
CHMP1B,0.21996879875195008
CHMP1B2P,0.00546021840873635
CHMP2A,0.11544461778471139
CHMP2B,0.10842433697347893
CHMP3,0.1996879875195008
CHMP4A,0.01326053042121685
CHMP4B,0.1310452418096724
CHMP4C,0.06162246489859594
CHMP5,0.10218408736349453
CHMP6,0.0171606864274571
CHMP7,0.02418096723868955
CHN1,0.0015600624024961
CHN2,0.0109204368174727
CHORDC1,0.031201248049921998
CHP1,0.1497659906396256
CHP2,0.00078003120124805
CHPF,0.0031201248049922
CHPF2,0.07566302652106084
CHPT1,0.09204368174726989
CHRAC1,0.14586583463338534
CHRD,0.00234009360374415
CHRDL1,0.0070202808112324495
CHRDL2,0.00078003120124805
CHRM1,0.0015600624024961
CHRM2,0.00234009360374415
CHRM3,0.07332293291731669
CHRNA1,0.0046801872074883
CHRNA10,0.00078003120124805
CHRNA2,0.0093603744149766
CHRNA3,0.00078003120124805
CHRNA4,0.0039001560062402497
CHRNA5,0.0093603744149766
CHRNA6,0.0015600624024961
CHRNA7,0.0031201248049922
CHRNA9,0.0015600624024961
CHRNB1,0.0452418096723869
CHRNB2,0.0015600624024961
CHRNE,0.00546021840873635
CHRNG,0.00078003120124805
CHST10,0.0390015600624025
CHST11,0.11076443057722309
CHST12,0.0998439937597504
CHST13,0.09282371294851795
CHST14,0.062402496099843996
CHST2,0.0039001560062402497
CHST3,0.0015600624024961
CHST5,0.00078003120124805
CHST9,0.00234009360374415
CHSY1,0.08970358814352575
CHSY3,0.0015600624024961
CHTF18,0.014820592823712949
CHTF8,0.0530421216848674
CHTOP,0.15288611544461778
CHUK,0.02418096723868955
CHURC1,0.15834633385335414
CHURC1-FNTB,0.0078003120124804995
CIAO1,0.04914196567862714
CIAPIN1,0.036661466458658344
CIART,0.0093603744149766
CIB1,0.14508580343213728
CIB2,0.02418096723868955
CIC,0.0452418096723869
CIDEA,0.00078003120124805
CIDEB,0.05538221528861154
CIDECP,0.0249609984399376
CIITA,0.0374414976599064
CINP,0.05382215288611544
CIPC,0.038221528861154444
CIR1,0.12636505460218408
CIRBP,0.8135725429017161
CIRBP-AS1,0.00078003120124805
CISD1,0.05226209048361934
CISD2,0.09906396255850235
CISD3,0.0452418096723869
CISH,0.01170046801872075
CIT,0.0093603744149766
CITED1,0.0031201248049922
CITED2,0.1435257410296412
CITED4,0.0062402496099844
CITF22-62D4.1,0.0031201248049922
CIZ1,0.11232449297971919
CKAP2,0.07722308892355695
CKAP2L,0.0187207488299532
CKAP4,0.0093603744149766
CKAP5,0.060842433697347896
CKB,0.030421216848673948
CKLF,0.17706708268330734
CKMT2-AS1,0.01950078003120125
CKS1B,0.07644305772230889
CKS2,0.01794071762870515
CLASP2,0.031981279251170044
CLASRP,0.033541341653666144
CLC,0.00078003120124805
CLCA2,0.00234009360374415
CLCA3P,0.0015600624024961
CLCA4,0.0031201248049922
CLCC1,0.0436817472698908
CLCF1,0.00078003120124805
CLCN1,0.0070202808112324495
CLCN3,0.029641185647425898
CLCN3P1,0.00078003120124805
CLCN4,0.00858034321372855
CLCN5,0.0039001560062402497
CLCN6,0.02262090483619345
CLCN7,0.0327613104524181
CLCNKB,0.00078003120124805
CLDN1,0.0015600624024961
CLDN10,0.044461778471138844
CLDN10-AS1,0.0015600624024961
CLDN11,0.00078003120124805
CLDN12,0.0078003120124804995
CLDN15,0.1435257410296412
CLDN16,0.00234009360374415
CLDN17,0.00078003120124805
CLDN18,0.00234009360374415
CLDN19,0.00858034321372855
CLDN20,0.0015600624024961
CLDN22,0.00078003120124805
CLDN23,0.0015600624024961
CLDN4,0.00078003120124805
CLDN5,0.0062402496099844
CLDN7,0.014040561622464899
CLDN8,0.0015600624024961
CLDND1,0.09906396255850235
CLDND2,0.00234009360374415
CLEC10A,0.00078003120124805
CLEC11A,0.0655226209048362
CLEC12A,0.00234009360374415
CLEC14A,0.0046801872074883
CLEC16A,0.0070202808112324495
CLEC17A,0.00078003120124805
CLEC18A,0.0046801872074883
CLEC18B,0.00078003120124805
CLEC1A,0.0015600624024961
CLEC1B,0.00078003120124805
CLEC2B,0.11700468018720749
CLEC2D,0.5273010920436817
CLEC3A,0.0015600624024961
CLEC3B,0.05850234009360374
CLEC4C,0.0015600624024961
CLEC4G,0.00078003120124805
CLEC4M,0.0078003120124804995
CLEC5A,0.00078003120124805
CLEC6A,0.00078003120124805
CLEC7A,0.0039001560062402497
CLEC9A,0.13806552262090482
CLGN,0.031981279251170044
CLHC1,0.0031201248049922
CLIC1,0.6435257410296412
CLIC2,0.13962558502340094
CLIC4,0.07020280811232449
CLIC6,0.00234009360374415
CLINT1,0.23868954758190328
CLIP1,0.07332293291731669
CLIP2,0.01326053042121685
CLIP3,0.0265210608424337
CLIP4,0.02262090483619345
CLK1,0.18018720748829953
CLK2,0.0483619344773791
CLK3,0.07332293291731669
CLK4,0.0514820592823713
CLLU1,0.0031201248049922
CLLU1OS,0.00078003120124805
CLMN,0.0124804992199688
CLMP,0.0015600624024961
CLN3,0.0202808112324493
CLN5,0.056162246489859596
CLN6,0.028081123244929798
CLN8,0.033541341653666144
CLNK,0.01170046801872075
CLNS1A,0.26911076443057724
CLOCK,0.033541341653666144
CLP1,0.0124804992199688
CLPB,0.0031201248049922
CLPP,0.08970358814352575
CLPSL2,0.0015600624024961
CLPTM1,0.07566302652106084
CLPTM1L,0.07644305772230889
CLPX,0.09516380655226209
CLRN1-AS1,0.0031201248049922
CLRN3,0.00078003120124805
CLSPN,0.02106084243369735
CLSTN1,0.1544461778471139
CLSTN2,0.00234009360374415
CLSTN2-AS1,0.00234009360374415
CLSTN3,0.015600624024960999
CLTA,0.24882995319812792
CLTB,0.05694227769110764
CLTC,0.15990639625585024
CLTCL1,0.0039001560062402497
CLU,0.32761310452418096
CLUAP1,0.0343213728549142
CLUH,0.0218408736349454
CLUHP3,0.01638065522620905
CLUL1,0.0015600624024961
CLVS1,0.00078003120124805
CLVS2,0.0031201248049922
CLYBL,0.0124804992199688
CMA1,0.0031201248049922
CMAHP,0.031981279251170044
CMAS,0.11466458658346333
CMB9-22P13.1,0.0265210608424337
CMBL,0.07878315132605304
CMC1,0.035101404056162244
CMC2,0.10842433697347893
CMC4,0.0171606864274571
CMIP,0.06006240249609984
CMKLR1,0.00078003120124805
CMPK1,0.23400936037441497
CMPK2,0.029641185647425898
CMSS1,0.08034321372854915
CMTM3,0.11076443057722309
CMTM4,0.00858034321372855
CMTM5,0.00546021840873635
CMTM6,0.12636505460218408
CMTM7,0.12246489859594384
CMTM8,0.028861154446177848
CMTR1,0.0265210608424337
CMTR2,0.028081123244929798
CNBD1,0.00078003120124805
CNBD2,0.046021840873634944
CNBP,0.5553822152886115
CNDP2,0.07566302652106084
CNEP1R1,0.01170046801872075
CNFN,0.01950078003120125
CNGA1,0.00078003120124805
CNGA2,0.00078003120124805
CNGA3,0.0031201248049922
CNGB1,0.0039001560062402497
CNIH1,0.15834633385335414
CNIH3,0.0070202808112324495
CNIH4,0.05070202808112324
CNKSR1,0.0062402496099844
CNKSR2,0.00234009360374415
CNKSR3,0.05070202808112324
CNN1,0.0015600624024961
CNN2,0.27691107644305774
CNN3,0.06162246489859594
CNNM1,0.0171606864274571
CNNM2,0.01638065522620905
CNNM3,0.014040561622464899
CNNM4,0.029641185647425898
CNOT1,0.1747269890795632
CNOT10,0.04758190327613104
CNOT11,0.10452418096723869
CNOT2,0.22698907956318254
CNOT3,0.028861154446177848
CNOT4,0.05850234009360374
CNOT6,0.08268330733229329
CNOT6L,0.0873634945397816
CNOT7,0.2956318252730109
CNOT8,0.09516380655226209
CNOT9,0.06318252730109204
CNP,0.05382215288611544
CNPPD1,0.12870514820592824
CNPY1,0.0015600624024961
CNPY2,0.12558502340093602
CNPY3,0.2909516380655226
CNPY4,0.0070202808112324495
CNR2,0.00546021840873635
CNRIP1,0.00858034321372855
CNST,0.06396255850234009
CNTD1,0.0015600624024961
CNTD2,0.00078003120124805
CNTLN,0.05850234009360374
CNTN1,0.027301092043681748
CNTN2,0.0031201248049922
CNTN3,0.00234009360374415
CNTN4,0.00078003120124805
CNTN5,0.0039001560062402497
CNTN6,0.0015600624024961
CNTNAP1,0.0031201248049922
CNTNAP2,0.0015600624024961
CNTNAP3B,0.0109204368174727
CNTNAP4,0.00234009360374415
CNTNAP5,0.00078003120124805
CNTRL,0.13260530421216848
CNTROB,0.0452418096723869
COA1,0.0452418096723869
COA3,0.09828393135725429
COA4,0.11622464898595944
COA5,0.08190327613104524
COA6,0.05850234009360374
COA7,0.0249609984399376
COASY,0.04914196567862714
COBL,0.0015600624024961
COBLL1,0.0187207488299532
COCH,0.0015600624024961
COG1,0.07254290171606864
COG2,0.0265210608424337
COG3,0.0452418096723869
COG4,0.014820592823712949
COG5,0.0499219968798752
COG6,0.0265210608424337
COG7,0.02418096723868955
COG8,0.015600624024960999
COIL,0.04914196567862714
COL11A2,0.00078003120124805
COL12A1,0.0015600624024961
COL13A1,0.0015600624024961
COL14A1,0.0015600624024961
COL15A1,0.0015600624024961
COL16A1,0.0015600624024961
COL18A1,0.00858034321372855
COL18A1-AS1,0.00078003120124805
COL19A1,0.0015600624024961
COL1A1,0.0093603744149766
COL1A2,0.0039001560062402497
COL20A1,0.0046801872074883
COL21A1,0.0039001560062402497
COL22A1,0.0039001560062402497
COL24A1,0.02574102964118565
COL27A1,0.01326053042121685
COL28A1,0.00858034321372855
COL2A1,0.0015600624024961
COL3A1,0.00078003120124805
COL4A1,0.0031201248049922
COL4A2,0.00078003120124805
COL4A2-AS2,0.00078003120124805
COL4A3BP,0.05538221528861154
COL4A5,0.0015600624024961
COL4A6,0.0015600624024961
COL5A1,0.0717628705148206
COL5A2,0.00078003120124805
COL6A1,0.01326053042121685
COL6A2,0.0062402496099844
COL6A3,0.0070202808112324495
COL6A5,0.0031201248049922
COL7A1,0.00078003120124805
COL8A1,0.0070202808112324495
COL8A2,0.0039001560062402497
COL9A1,0.00234009360374415
COL9A2,0.0124804992199688
COL9A3,0.0070202808112324495
COLCA1,0.01326053042121685
COLEC12,0.0187207488299532
COLGALT1,0.0327613104524181
COLGALT2,0.0015600624024961
COLQ,0.00546021840873635
COMMD1,0.038221528861154444
COMMD10,0.02418096723868955
COMMD2,0.0717628705148206
COMMD3,0.15912636505460218
COMMD3-BMI1,0.00234009360374415
COMMD4,0.041341653666146644
COMMD5,0.0265210608424337
COMMD6,0.625585023400936
COMMD7,0.22230889235569423
COMMD8,0.036661466458658344
COMMD9,0.07566302652106084
COMP,0.0015600624024961
COMT,0.30265210608424337
COMTD1,0.0039001560062402497
COPA,0.15834633385335414
COPB1,0.10842433697347893
COPB2,0.06396255850234009
COPE,0.10998439937597504
COPG1,0.029641185647425898
COPG2,0.031981279251170044
COPRS,0.07644305772230889
COPS2,0.14040561622464898
COPS3,0.0842433697347894
COPS4,0.054602184087363496
COPS5,0.13806552262090482
COPS6,0.09594383775351015
COPS7A,0.042901716068642744
COPS7B,0.04758190327613104
COPS8,0.10140405616224649
COPS9,0.12168486739469579
COPZ1,0.13260530421216848
COPZ2,0.0039001560062402497
COQ10A,0.0218408736349454
COQ10B,0.07332293291731669
COQ2,0.0124804992199688
COQ3,0.0062402496099844
COQ4,0.0358814352574103
COQ5,0.039781591263650544
COQ6,0.028081123244929798
COQ7,0.0343213728549142
COQ8A,0.08190327613104524
COQ8B,0.0109204368174727
COQ9,0.0436817472698908
CORIN,0.01170046801872075
CORO1A,0.15366614664586584
CORO1B,0.0655226209048362
CORO1C,0.09906396255850235
CORO2A,0.0109204368174727
CORO2B,0.0039001560062402497
CORO6,0.0015600624024961
CORO7,0.02262090483619345
COTL1,0.0514820592823713
COX10,0.02106084243369735
COX10-AS1,0.0070202808112324495
COX11,0.13806552262090482
COX14,0.19656786271450857
COX15,0.05382215288611544
COX16,0.059282371294851796
COX17,0.15132605304212168
COX18,0.056162246489859596
COX19,0.05382215288611544
COX20,0.29407176287051484
COX4I1,0.8642745709828393
COX4I2,0.0015600624024961
COX5A,0.39469578783151327
COX5B,0.33151326053042124
COX6A1,0.2574102964118565
COX6B1,0.31357254290171604
COX6B2,0.0031201248049922
COX6C,0.421996879875195
COX7A1,0.00858034321372855
COX7A2,0.44773790951638065
COX7A2L,0.31513260530421217
COX7B,0.21528861154446177
COX7B2,0.00078003120124805
COX7C,0.8299531981279251
COX8A,0.22620904836193448
CP,0.0031201248049922
CPA1,0.00078003120124805
CPA2,0.00078003120124805
CPA3,0.01170046801872075
CPA4,0.00078003120124805
CPAMD8,0.0039001560062402497
CPB1,0.00078003120124805
CPB2-AS1,0.0078003120124804995
CPD,0.0421216848673947
CPE,0.0039001560062402497
CPEB1,0.0015600624024961
CPEB2,0.0093603744149766
CPEB2-AS1,0.0015600624024961
CPEB3,0.0124804992199688
CPEB4,0.0187207488299532
CPED1,0.0904836193447738
CPLX4,0.0015600624024961
CPM,0.0070202808112324495
CPN1,0.0015600624024961
CPN2,0.0031201248049922
CPNE1,0.13884555382215288
CPNE2,0.04914196567862714
CPNE3,0.1918876755070203
CPNE5,0.0031201248049922
CPNE6,0.00234009360374415
CPNE7,0.00234009360374415
CPNE8,0.02574102964118565
CPO,0.00234009360374415
CPOX,0.015600624024960999
CPPED1,0.0811232449297972
CPQ,0.06708268330733229
CPS1,0.01170046801872075
CPSF1,0.078003120124805
CPSF2,0.05538221528861154
CPSF3,0.08580343213728549
CPSF3L,0.05070202808112324
CPSF4,0.041341653666146644
CPSF6,0.09126365054602184
CPSF7,0.13416536661466458
CPT1A,0.23400936037441497
CPT1B,0.0039001560062402497
CPT1C,0.00546021840873635
CPT2,0.044461778471138844
CPTP,0.0070202808112324495
CPVL,0.027301092043681748
CPXM1,0.0218408736349454
CR1,0.0031201248049922
CR1L,0.0015600624024961
CR2,0.0015600624024961
CRABP1,0.00078003120124805
CRACR2A,0.0187207488299532
CRACR2B,0.00546021840873635
CRADD,0.0109204368174727
CRAT,0.0374414976599064
CRAT37,0.0031201248049922
CRB1,0.0015600624024961
CRB2,0.00234009360374415
CRB3,0.00078003120124805
CRBN,0.1996879875195008
CRCP,0.035101404056162244
CREB1,0.08346333853354135
CREB3,0.046801872074883
CREB3L1,0.00078003120124805
CREB3L2,0.1029641185647426
CREB3L3,0.00078003120124805
CREB3L4,0.060842433697347896
CREB5,0.00234009360374415
CREBBP,0.06708268330733229
CREBL2,0.0873634945397816
CREBRF,0.13416536661466458
CREBZF,0.11388455538221529
CREG1,0.250390015600624
CREG2,0.0062402496099844
CRELD1,0.056162246489859596
CRELD2,0.041341653666146644
CREM,0.0124804992199688
CRHBP,0.7425897035881436
CRHR1-IT1,0.031981279251170044
CRHR2,0.0015600624024961
CRIM1,0.036661466458658344
CRIP1,0.00078003120124805
CRIP2,0.0031201248049922
CRIP3,0.0015600624024961
CRIPAK,0.0078003120124804995
CRIPT,0.0452418096723869
CRISPLD1,0.0374414976599064
CRISPLD2,0.0062402496099844
CRK,0.044461778471138844
CRKL,0.05226209048361934
CRLF1,0.00078003120124805
CRLF3,0.08190327613104524
CRLS1,0.09204368174726989
CRMP1,0.00078003120124805
CRNDE,0.0046801872074883
CRNKL1,0.031981279251170044
CROCC,0.00546021840873635
CROCCP2,0.0062402496099844
CROCCP3,0.00546021840873635
CROT,0.014820592823712949
CRP,0.00234009360374415
CRTAM,0.00234009360374415
CRTAP,0.28627145085803435
CRTC1,0.0093603744149766
CRTC2,0.0452418096723869
CRTC3,0.078003120124805
CRX,0.0039001560062402497
CRY1,0.0187207488299532
CRY2,0.02106084243369735
CRYAB,0.0015600624024961
CRYBB1,0.00546021840873635
CRYBB2,0.00078003120124805
CRYBB2P1,0.0234009360374415
CRYBG3,0.0015600624024961
CRYGB,0.0015600624024961
CRYGD,0.08346333853354135
CRYGEP,0.00078003120124805
CRYGN,0.0015600624024961
CRYGS,0.00234009360374415
CRYL1,0.12636505460218408
CRYM,0.0039001560062402497
CRYM-AS1,0.00546021840873635
CRYZ,0.0405616224648986
CRYZL1,0.09438377535101404
CS,0.18252730109204368
CSAD,0.0218408736349454
CSAG1,0.00078003120124805
CSDE1,0.6458658346333853
CSE1L,0.0748829953198128
CSE1L-AS1,0.00078003120124805
CSF1,0.0031201248049922
CSF2RA,0.01326053042121685
CSF2RB,0.0202808112324493
CSF3,0.00078003120124805
CSF3R,0.07410296411856475
CSGALNACT1,0.0046801872074883
CSGALNACT2,0.05538221528861154
CSK,0.10764430577223089
CSMD2,0.0093603744149766
CSMD3,0.0070202808112324495
CSN3,0.00078003120124805
CSNK1A1,0.15678627145085802
CSNK1D,0.07878315132605304
CSNK1E,0.20748829953198128
CSNK1G1,0.0171606864274571
CSNK1G2,0.07644305772230889
CSNK1G3,0.062402496099843996
CSNK2A1,0.11466458658346333
CSNK2A2,0.0436817472698908
CSNK2B,0.19578783151326054
CSPG4,0.0015600624024961
CSPG4P12,0.01014040561622465
CSPG5,0.00234009360374415
CSPP1,0.01794071762870515
CSRNP1,0.13182527301092042
CSRNP2,0.00858034321372855
CSRNP3,0.00078003120124805
CSRP1,0.02106084243369735
CSRP2,0.0031201248049922
CSRP3,0.00078003120124805
CST13P,0.00078003120124805
CST3,0.23790951638065522
CST5,0.00078003120124805
CST6,0.00078003120124805
CST7,0.0070202808112324495
CST8,0.00078003120124805
CST9,0.00078003120124805
CSTA,0.00234009360374415
CSTB,0.16926677067082682
CSTF1,0.038221528861154444
CSTF2,0.0070202808112324495
CSTF2T,0.08346333853354135
CSTF3,0.05538221528861154
CSTF3-AS1,0.00078003120124805
CSTL1,0.00234009360374415
CTA-212D2.2,0.0015600624024961
CTA-221G9.12,0.0031201248049922
CTA-292E10.6,0.0046801872074883
CTA-293F17.1,0.0405616224648986
CTA-363E6.5,0.00078003120124805
CTA-373H7.7,0.0015600624024961
CTA-392C11.1,0.00078003120124805
CTA-398F10.2,0.02262090483619345
CTA-445C9.14,0.00078003120124805
CTA-797E19.1,0.00078003120124805
CTA-929C8.6,0.00078003120124805
CTAGE5,0.044461778471138844
CTB-111H14.1,0.0031201248049922
CTB-113P19.1,0.00078003120124805
CTB-113P19.4,0.00078003120124805
CTB-114C7.4,0.00078003120124805
CTB-127C13.1,0.00234009360374415
CTB-129O4.1,0.0015600624024961
CTB-12O2.1,0.00078003120124805
CTB-134H23.3,0.0093603744149766
CTB-171A8.1,0.00078003120124805
CTB-186G2.1,0.00078003120124805
CTB-186H2.3,0.00078003120124805
CTB-189B5.3,0.00078003120124805
CTB-32O4.2,0.00234009360374415
CTB-33O18.3,0.00078003120124805
CTB-41I6.2,0.0015600624024961
CTB-49A3.5,0.00078003120124805
CTB-50L17.10,0.07878315132605304
CTB-50L17.14,0.01014040561622465
CTB-50L17.16,0.00234009360374415
CTB-55O6.12,0.0078003120124804995
CTB-58E17.3,0.0046801872074883
CTB-78F1.1,0.0015600624024961
CTB-89H12.4,0.10842433697347893
CTB-92J24.3,0.00234009360374415
CTBP1,0.0811232449297972
CTBP1-AS,0.0109204368174727
CTBP1-AS2,0.0039001560062402497
CTBP2,0.13962558502340094
CTBS,0.04758190327613104
CTC-241N9.1,0.014820592823712949
CTC-242N15.1,0.0015600624024961
CTC-250I14.3,0.0015600624024961
CTC-254B4.1,0.0046801872074883
CTC-260E6.6,0.00234009360374415
CTC-265F19.3,0.00078003120124805
CTC-270D5.1,0.00078003120124805
CTC-281M20.1,0.00078003120124805
CTC-308K20.1,0.0070202808112324495
CTC-326K19.6,0.00078003120124805
CTC-329D1.2,0.00078003120124805
CTC-338M12.4,0.0171606864274571
CTC-340A15.2,0.0015600624024961
CTC-369A16.2,0.00078003120124805
CTC-378H22.1,0.0015600624024961
CTC-378H22.2,0.01014040561622465
CTC-425O23.2,0.00078003120124805
CTC-436P18.3,0.00078003120124805
CTC-441N14.4,0.015600624024960999
CTC-444N24.6,0.01014040561622465
CTC-457E21.1,0.0031201248049922
CTC-459F4.3,0.0070202808112324495
CTC-471J1.2,0.0031201248049922
CTC-499B15.8,0.00078003120124805
CTC-510F12.4,0.00546021840873635
CTC-523E23.11,0.00234009360374415
CTC-523E23.4,0.00078003120124805
CTC-523E23.6,0.00078003120124805
CTC-529L17.1,0.00078003120124805
CTC-529P8.1,0.0015600624024961
CTC-534A2.2,0.01794071762870515
CTC-537E7.3,0.0015600624024961
CTC-543D15.8,0.0039001560062402497
CTC-548K16.1,0.00078003120124805
CTC-558O19.1,0.00078003120124805
CTC-558O2.1,0.00234009360374415
CTC-559E9.1,0.0015600624024961
CTC-559E9.5,0.0039001560062402497
CTC-559E9.6,0.0039001560062402497
CTC-575N7.1,0.00078003120124805
